starttime,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel
1294237519.01,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:89,-63,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,
1294237541.85,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,,,,,,,
1294237564.79,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:89,-78,,,,,,,,,,,,,,,,,,,,
1294237587.74,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,,,
1294237610.68,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,,,,,
1294237653.71,00:1C:F0:CB:EC:5B,-65,00:1C:F0:CB:EC:92,-65,00:1C:F0:CB:EC:89,-72,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-85,,,,,,,,,,,,,,
1294237676.65,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:89,-72,00:19:5B:77:A5:EE,-79,00:15:6D:65:17:B6,-76,,,,,,,,,,,,,,,,
1294237699.49,00:1C:F0:CB:EC:92,-75,00:1C:F0:CB:EC:89,-68,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:95,-82,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,
1294237722.43,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:95,-79,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,
1294237745.38,00:1C:F0:CB:EC:89,-77,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:92,-60,00:15:6D:65:17:B6,-78,,,,,,,,,,,,,,
1294237768.21,00:1C:F0:CB:EC:92,-69,,,,,,,,,,,,,,,,,,,,,,
1294237790.95,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:5B,-67,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,,,
1294237833.97,00:1C:F0:CB:EC:5B,-72,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:89,-80,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,
1294237856.81,00:1C:F0:CB:EC:5B,-76,00:0C:42:68:DE:D3,-85,00:1C:F0:CB:EC:89,-67,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,
1294237879.65,00:1C:F0:CB:EC:89,-72,00:15:6D:65:17:B6,-75,00:1C:F0:CB:E9:25,-87,,,,,,,,,,,,,,,,,,
1294237902.49,00:1C:F0:CB:EC:95,-82,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294237925.33,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:92,-60,,,,,,,,,,,,,,,,,,,,
1294237948.28,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:95,-81,00:15:6D:65:17:B6,-76,,,,,,,,,,,,,,,,,,
1294237971.23,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:89,-81,,,,,,,,,,,,,,,,,,
1294238014.14,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:89,-72,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-70,,,,,,,,,,,,,,,,
1294238036.97,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:89,-74,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:70,-85,00:1C:F0:CB:EC:95,-83,,,,,,,,,,,,,,
1294238059.83,00:1C:F0:CB:EC:89,-82,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:92,-52,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:5B,-68,,,,,,,,,,,,
1294238082.76,00:1C:F0:CB:EC:89,-80,00:1C:F0:CB:EC:95,-83,00:1C:F0:CB:EC:5B,-62,,,,,,,,,,,,,,,,,,
1294238105.6,00:1C:F0:CB:EC:5B,-64,,,,,,,,,,,,,,,,,,,,,,
1294238128.44,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:89,-81,,,,,,,,,,,,,,,,,,,,
1294238151.28,00:1C:F0:CB:EC:92,-55,00:1C:F0:CB:EC:95,-82,00:0C:42:68:DE:D3,-85,,,,,,,,,,,,,,,,,,
1294238194.29,00:1C:F0:CB:EC:5B,-63,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,,,
1294238217.23,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,,,,,,,
1294238240.07,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-77,00:1C:F0:CB:EC:92,-67,00:1C:F0:CB:EC:89,-79,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,
1294238262.91,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:92,-58,00:1C:F0:CB:EC:89,-79,,,,,,,,,,,,,,,,,,
1294238285.85,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:92,-73,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,,,
1294238308.81,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:92,-58,00:1C:F0:CB:EC:70,-87,00:1C:F0:CB:EC:89,-82,,,,,,,,,,,,,,,,
1294238331.73,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:92,-55,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,
1294238374.67,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:92,-52,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:89,-72,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,
1294238397.51,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:92,-58,00:15:6D:65:17:B6,-76,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:95,-83,,,,,,,,,,,,,,
1294238420.46,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:5B,-61,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,
1294238443.31,00:1C:F0:CB:EC:95,-84,00:1C:F0:CB:EC:5B,-68,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-68,,,,,,,,,,,,,,,,
1294238466.25,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:5B,-62,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-76,,,,,,,,,,,,,,,,
1294238489.1,00:1C:F0:CB:EC:95,-83,00:1C:F0:CB:EC:5B,-62,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:92,-59,00:1C:F0:CB:EC:89,-80,,,,,,,,,,,,,,
1294238512.03,,,,,,,,,,,,,,,,,,,,,,,,
1294238534.87,00:1C:F0:CB:EC:92,-52,00:15:6D:65:17:B6,-78,00:1C:F0:CB:EC:89,-82,00:1C:F0:CB:EC:5B,-73,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,
1294238557.72,00:1C:F0:CB:EC:92,-66,00:15:6D:65:17:B6,-77,00:1C:F0:CB:EC:89,-80,00:1C:F0:CB:EC:5B,-72,,,,,,,,,,,,,,,,
1294238580.56,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:89,-82,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:95,-81,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,
1294238603.4,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:5B,-64,00:1C:F0:CB:EC:95,-82,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-52,,,,,,,,,,,,,,
1294238626.24,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:5B,-72,00:19:5B:77:A5:EE,-81,00:15:6D:65:17:B6,-76,,,,,,,,,,,,,,,,
1294238649.07,00:1C:F0:CB:EC:89,-74,00:1C:F0:CB:EC:5B,-62,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,,,
1294238671.93,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:5B,-62,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-60,00:15:6D:65:17:B6,-78,,,,,,,,,,,,,,
1294238694.77,,,,,,,,,,,,,,,,,,,,,,,,
1294238717.62,00:1C:F0:CB:EC:92,-59,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:89,-80,00:19:5B:77:A5:EE,-81,00:15:6D:65:17:B6,-77,,,,,,,,,,,,,,
1294238740.45,,,,,,,,,,,,,,,,,,,,,,,,
1294238763.29,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:89,-80,,,,,,,,,,,,,,,,,,,,
1294238786.14,00:1C:F0:CB:EC:89,-77,00:19:5B:77:A5:EE,-81,00:15:6D:65:17:B6,-75,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,
1294238808.98,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,,,,,,,
1294238831.83,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-58,00:1C:F0:CB:EC:89,-76,,,,,,,,,,,,,,,,,,
1294238854.67,00:15:6D:65:17:B6,-76,,,,,,,,,,,,,,,,,,,,,,
1294238877.51,00:1C:F0:CB:EC:92,-68,00:1C:F0:CB:EC:5B,-68,00:1C:F0:CB:EC:95,-82,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,
1294238900.46,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:E9:25,-86,00:1C:F0:CB:EC:89,-71,00:15:6D:65:17:B6,-77,00:19:5B:77:A5:EE,-82,,,,,,,,,,
1294238923.41,00:1C:F0:CB:EC:95,-82,00:0C:42:68:DE:D3,-88,00:1C:F0:CB:EC:89,-72,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,
1294238946.25,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:5B,-63,,,,,,,,,,,,,,,,,,,,
1294238969.1,00:1C:F0:CB:EC:5B,-69,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,
1294238992.04,00:0C:42:68:DE:D3,-81,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:95,-78,00:15:6D:65:17:B6,-78,,,,,,,,,,,,,,,,
1294239014.88,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:92,-57,00:1C:F0:CB:EC:89,-82,,,,,,,,,,,,,,,,
1294239037.71,00:15:6D:65:17:B6,-78,,,,,,,,,,,,,,,,,,,,,,
1294239060.56,00:15:6D:65:17:B6,-79,00:1C:F0:CB:EC:92,-58,00:1C:F0:CB:EC:5B,-73,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,
1294239083.4,00:15:6D:65:17:B6,-77,00:1C:F0:CB:EC:95,-81,00:19:5B:77:A5:EE,-84,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294239106.25,00:19:5B:77:A5:EE,-83,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:5B,-66,,,,,,,,,,,,,,,,,,
1294239129.17,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:5B,-76,00:1C:F0:CB:EC:92,-58,,,,,,,,,,,,,,,,
1294239152.02,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:5B,-75,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,
1294239174.86,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:5B,-63,00:1C:F0:CB:EC:92,-70,,,,,,,,,,,,,,,,,,
1294239197.81,00:1C:F0:CB:EC:92,-65,00:1C:F0:CB:EC:95,-80,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:5B,-63,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294239220.66,00:1C:F0:CB:EC:92,-58,00:1C:F0:CB:EC:5B,-63,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:89,-75,,,,,,,,,,,,,,,,
1294239243.71,00:1C:F0:CB:EC:92,-58,00:1C:F0:CB:EC:5B,-69,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:89,-67,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,
1294239266.65,00:1C:F0:CB:EC:92,-57,00:1C:F0:CB:EC:5B,-63,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:95,-85,00:15:6D:65:17:B6,-73,,,,,,,,,,,,
1294239289.49,00:1C:F0:CB:EC:5B,-63,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,
1294239332.49,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:89,-70,00:1C:F0:CB:EC:92,-57,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,
1294239355.33,00:1C:F0:CB:EC:89,-71,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:5B,-63,,,,,,,,,,,,,,,,,,
1294239378.19,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:95,-82,00:0C:42:68:DE:D3,-85,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-58,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,
1294239401.13,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-58,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,,,
1294239424.08,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:89,-79,,,,,,,,,,,,,,,,,,,,
1294239446.91,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,,,,,
1294239469.85,00:19:5B:77:A5:EE,-80,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:92,-61,00:1C:F0:CB:EC:89,-71,,,,,,,,,,,,,,,,
1294239512.77,00:19:5B:77:A5:EE,-81,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:92,-57,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294239535.62,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:92,-57,,,,,,,,,,,,,,,,,,,,
1294239558.45,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-58,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:89,-70,00:1C:F0:CB:EC:95,-83,,,,,,,,,,,,,,
1294239581.29,00:1C:F0:CB:EC:92,-58,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:89,-70,00:15:6D:65:17:B6,-74,,,,,,,,,,,,,,,,
1294239604.24,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:5B,-67,,,,,,,,,,,,,,,,,,,,
1294239627.2,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:5B,-67,,,,,,,,,,,,,,,,,,,,
1294239650.04,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:5B,-63,00:1C:F0:CB:EC:89,-70,,,,,,,,,,,,,,,,,,
1294239693.04,00:1C:F0:CB:EC:92,-67,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,
1294239716.03,00:1C:F0:CB:EC:70,-86,00:1C:F0:CB:EC:89,-79,,,,,,,,,,,,,,,,,,,,
1294239738.96,00:1C:F0:CB:EC:89,-78,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-64,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,
1294239761.82,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,,,,,,,
1294239784.77,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:92,-58,00:15:6D:65:17:B6,-77,00:1C:F0:CB:EC:5B,-81,00:19:5B:77:A5:EE,-83,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,
1294239807.63,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:5B,-72,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,
1294239830.47,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,,,,,,,
1294239873.49,00:1C:F0:CB:EC:89,-78,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,,,
1294239896.34,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:92,-56,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,
1294239919.18,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:95,-83,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:5B,-71,00:1C:F0:CB:EC:70,-85,00:1C:F0:CB:EC:92,-58,,,,,,,,,,,,
1294239942.13,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:92,-61,,,,,,,,,,,,,,,,,,
1294239965.08,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:5B,-78,00:1C:F0:CB:EC:92,-58,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:89,-78,,,,,,,,,,,,,,
1294239987.93,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:92,-57,00:1C:F0:CB:EC:89,-79,,,,,,,,,,,,,,,,
1294240010.86,00:1C:F0:CB:EC:95,-84,00:1C:F0:CB:EC:5B,-78,00:1C:F0:CB:EC:89,-71,00:15:6D:65:17:B6,-75,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,
1294240053.77,00:1C:F0:CB:EC:92,-54,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,,,,,
1294240076.72,00:0C:42:68:DE:D3,-82,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:95,-82,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,
1294240099.67,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:92,-69,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-79,,,,,,,,,,,,,,
1294240122.62,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:92,-60,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,
1294240145.46,00:1C:F0:CB:EC:95,-82,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,,,,,,,
1294240168.31,00:19:5B:77:A5:EE,-77,00:1C:F0:CB:EC:89,-77,00:1C:F0:CB:EC:92,-56,,,,,,,,,,,,,,,,,,
1294240191.26,00:1C:F0:CB:EC:5B,-79,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294240234.15,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:92,-74,00:1C:F0:CB:EC:89,-75,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,
1294240257.11,00:1C:F0:CB:EC:89,-70,00:19:5B:77:A5:EE,-81,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,
1294240279.96,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:92,-71,00:1C:F0:CB:EC:5B,-63,00:15:6D:65:17:B6,-74,00:1C:F0:CB:E9:25,-86,,,,,,,,,,,,,,
1294240302.79,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:92,-53,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,
1294240325.63,00:19:5B:77:A5:EE,-84,00:1C:F0:CB:EC:92,-67,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,
1294240348.38,00:19:5B:77:A5:EE,-85,00:1C:F0:CB:EC:92,-65,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:5B,-72,00:15:6D:65:17:B6,-82,,,,,,,,,,,,,,
1294240371.32,00:19:5B:77:A5:EE,-84,,,,,,,,,,,,,,,,,,,,,,
1294240414.32,00:1C:F0:CB:EC:92,-63,00:15:6D:65:17:B6,-81,00:1C:F0:CB:EC:5B,-63,00:1C:F0:CB:EC:70,-83,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,
1294240437.17,00:1C:F0:CB:EC:92,-62,00:15:6D:65:17:B6,-82,00:1C:F0:CB:EC:5B,-64,00:1C:F0:CB:EC:70,-85,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294240460.01,00:1C:F0:CB:EC:70,-83,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:89,-78,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:92,-63,00:15:6D:65:17:B6,-80,00:1C:F0:CB:EC:5B,-72,,,,,,,,,,
1294240482.85,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:89,-77,00:1C:F0:CB:EC:92,-52,00:15:6D:65:17:B6,-79,00:1C:F0:CB:EC:5B,-78,,,,,,,,,,,,,,
1294240505.71,00:1C:F0:CB:EC:92,-65,,,,,,,,,,,,,,,,,,,,,,
1294240528.55,00:1C:F0:CB:EC:89,-71,00:15:6D:65:17:B6,-82,00:1C:F0:CB:EC:95,-83,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294240551.49,00:15:6D:65:17:B6,-82,,,,,,,,,,,,,,,,,,,,,,
1294240594.39,00:1C:F0:CB:EC:92,-59,00:1C:F0:CB:EC:5B,-79,00:1C:F0:CB:EC:89,-78,00:1C:F0:CB:EC:95,-82,00:0C:42:68:DE:D3,-85,,,,,,,,,,,,,,
1294240617.33,,,,,,,,,,,,,,,,,,,,,,,,
1294240640.28,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:89,-84,,,,,,,,,,,,,,,,
1294240663.22,00:1C:F0:CB:EC:95,-80,00:0C:42:68:DE:D3,-84,00:15:6D:65:17:B6,-76,,,,,,,,,,,,,,,,,,
1294240686.17,00:15:6D:65:17:B6,-78,00:1C:F0:CB:EC:89,-81,00:1C:F0:CB:EC:5B,-74,,,,,,,,,,,,,,,,,,
1294240709.01,00:1C:F0:CB:EC:89,-80,00:1C:F0:CB:EC:5B,-73,00:1C:F0:CB:EC:70,-82,,,,,,,,,,,,,,,,,,
1294240731.94,00:1C:F0:CB:EC:5B,-69,00:15:6D:65:17:B6,-79,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,
1294240754.89,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:92,-51,00:1C:F0:CB:EC:5B,-75,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,
1294240777.84,00:1C:F0:CB:EC:92,-51,00:1C:F0:CB:EC:5B,-73,00:1C:F0:CB:EC:70,-84,,,,,,,,,,,,,,,,,,
1294240800.78,00:1C:F0:CB:EC:5B,-76,00:1C:F0:CB:E9:25,-87,00:1C:F0:CB:EC:89,-81,,,,,,,,,,,,,,,,,,
1294240823.63,00:1C:F0:CB:EC:5B,-71,00:1C:F0:CB:EC:89,-81,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,
1294240846.47,00:1C:F0:CB:EC:5B,-70,00:1C:F0:CB:EC:89,-84,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,,,
1294240869.41,00:0C:42:68:DE:D3,-80,00:19:5B:77:A5:EE,-80,,,,,,,,,,,,,,,,,,,,
1294240892.26,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:92,-64,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,
1294240915.12,00:1C:F0:CB:EC:89,-69,,,,,,,,,,,,,,,,,,,,,,
1294240937.95,00:1C:F0:CB:EC:92,-51,00:1C:F0:CB:EC:5B,-63,00:1C:F0:CB:EC:95,-82,00:15:6D:65:17:B6,-72,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294240960.9,00:1C:F0:CB:EC:92,-57,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:89,-73,,,,,,,,,,,,,,,,
1294240983.84,00:1C:F0:CB:EC:92,-60,00:1C:F0:CB:EC:5B,-63,00:1C:F0:CB:EC:95,-80,00:15:6D:65:17:B6,-75,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,
1294241006.79,00:1C:F0:CB:EC:5B,-63,00:1C:F0:CB:EC:95,-82,00:15:6D:65:17:B6,-73,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:89,-68,,,,,,,,,,,,,,
1294241029.74,00:1C:F0:CB:EC:5B,-63,00:15:6D:65:17:B6,-73,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:89,-70,00:1C:F0:CB:EC:92,-52,,,,,,,,,,,,,,
1294241072.74,00:1C:F0:CB:EC:5B,-82,00:1C:F0:CB:EC:92,-65,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:89,-82,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,
1294241095.57,00:1C:F0:CB:EC:92,-52,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,
1294241118.52,00:15:6D:65:17:B6,-74,00:0C:42:68:DE:D3,-81,00:1C:F0:CB:EC:89,-69,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,
1294241141.47,00:15:6D:65:17:B6,-74,00:0C:42:68:DE:D3,-83,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:E9:25,-86,00:1C:F0:CB:EC:92,-68,,,,,,,,,,,,,,
1294241164.32,00:15:6D:65:17:B6,-73,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-84,00:1C:F0:CB:EC:89,-82,,,,,,,,,,,,,,,,
1294241187.26,00:1C:F0:CB:EC:89,-82,00:1C:F0:CB:EC:92,-52,,,,,,,,,,,,,,,,,,,,
1294241210.1,00:1C:F0:CB:EC:92,-60,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:5B,-72,,,,,,,,,,,,,,,,,,
1294241253.12,00:1C:F0:CB:EC:92,-51,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:89,-78,00:0C:42:68:DE:D3,-79,00:15:6D:65:17:B6,-74,,,,,,,,,,,,,,
1294241276.06,00:1C:F0:CB:EC:92,-60,00:1C:F0:CB:EC:5B,-66,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,,,
1294241299.0,00:1C:F0:CB:EC:92,-60,00:1C:F0:CB:EC:5B,-63,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:95,-80,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,
