starttime_asc,starttime,endtime,scaninfo.00:0C:42:68:DE:D3.signallevel,scaninfo.00:15:6D:65:17:B6.signallevel,scaninfo.00:15:6D:67:1D:F3.signallevel,scaninfo.00:19:5B:6C:BC:D9.signallevel,scaninfo.00:19:5B:6C:C0:25.signallevel,scaninfo.00:19:5B:6C:C0:2A.signallevel,scaninfo.00:19:5B:77:A5:EE.signallevel,scaninfo.00:19:5B:ED:BC:68.signallevel,scaninfo.00:1C:F0:CB:E9:21.signallevel,scaninfo.00:1C:F0:CB:E9:25.signallevel,scaninfo.00:1C:F0:CB:EC:14.signallevel,scaninfo.00:1C:F0:CB:EC:5B.signallevel,scaninfo.00:1C:F0:CB:EC:70.signallevel,scaninfo.00:1C:F0:CB:EC:89.signallevel,scaninfo.00:1C:F0:CB:EC:92.signallevel,scaninfo.00:1C:F0:CB:EC:95.signallevel,scaninfo.00:22:B0:42:7F:FB.signallevel
Wed Jan  5 20:19:06 2011,1294238946.25,1294238949.03,,-76,,,,,,,,,,-63,,,-56,,
Wed Jan  5 20:19:29 2011,1294238969.1,1294238971.98,-82,,,,,,-82,,,,,-69,,,-65,-82,
Wed Jan  5 20:19:52 2011,1294238992.04,1294238994.81,-81,-78,,,,,-83,,,,,-69,,,,-78,
Wed Jan  5 20:20:14 2011,1294239014.88,1294239017.65,-82,,,,,,-80,,,,,-70,,-82,-57,,
Wed Jan  5 20:20:37 2011,1294239037.71,1294239040.49,,-78,,,,,,,,,,,,-82,,,
Wed Jan  5 20:21:00 2011,1294239060.56,1294239063.33,,-79,,,,,,,,,,-73,,-69,-58,-82,
Wed Jan  5 20:21:23 2011,1294239083.4,1294239086.18,-83,-77,,,,,-84,,,,,,,-73,,-81,
Wed Jan  5 20:21:46 2011,1294239106.25,1294239109.12,-83,,,,,,-83,,,,,-66,,-70,,,
Wed Jan  5 20:22:09 2011,1294239129.17,1294239131.95,-81,,,,,,-82,,,,,-76,,-69,-58,,
Wed Jan  5 20:22:32 2011,1294239152.02,1294239154.78,,,,,,,-80,,,,,-75,,-68,-62,-82,
Wed Jan  5 20:22:54 2011,1294239174.86,1294239177.74,,,,,,,-80,,,,,-63,,-69,-70,,
Wed Jan  5 20:23:17 2011,1294239197.81,1294239200.59,-83,-75,,,,,-83,,,,,-63,,,-65,-80,
Wed Jan  5 20:23:40 2011,1294239220.66,1294239223.63,-83,,,,,,-80,,,,,-63,,-75,-58,,
Wed Jan  5 20:24:03 2011,1294239243.71,1294239246.58,-83,,,,,,-81,,,,,-69,,-67,-58,-82,
Wed Jan  5 20:24:26 2011,1294239266.65,1294239269.42,-83,-73,,,,,-81,,,,,-63,,-71,-57,-85,
Wed Jan  5 20:24:49 2011,1294239289.49,1294239292.35,-84,,,,,,-81,,,,,-63,,-75,,-82,
Wed Jan  5 20:25:32 2011,1294239332.49,1294239335.27,-82,-75,,,,,-82,,,,,,,-70,-57,,
Wed Jan  5 20:25:55 2011,1294239355.33,1294239358.11,,-76,,,,,-82,,,,,-63,,-71,,,
Wed Jan  5 20:26:18 2011,1294239378.19,1294239381.07,-85,-73,,,,,-82,,,,,-69,,-81,-58,-82,
Wed Jan  5 20:26:41 2011,1294239401.13,1294239404.01,,-73,,,,,-81,,,,,-67,,,-58,,
Wed Jan  5 20:27:04 2011,1294239424.08,1294239426.85,,,,,,,-80,,,,,-63,,-79,,,
Wed Jan  5 20:27:26 2011,1294239446.91,1294239449.79,-81,,,,,,-82,,,,,-63,,,,,
Wed Jan  5 20:27:49 2011,1294239469.85,1294239472.63,-84,,,,,,-80,,,,,-64,,-71,-61,,
Wed Jan  5 20:28:32 2011,1294239512.77,1294239515.55,-83,-75,,,,,-81,,,,,-62,,,-57,,
Wed Jan  5 20:28:55 2011,1294239535.62,1294239538.39,,,,,,,-83,,,,,-71,,,-57,,
Wed Jan  5 20:29:18 2011,1294239558.45,1294239561.23,-83,,,,,,-81,,,,,-63,,-70,-58,-83,
Wed Jan  5 20:29:41 2011,1294239581.29,1294239584.17,-83,-74,,,,,-81,,,,,,,-70,-58,,
Wed Jan  5 20:30:04 2011,1294239604.24,1294239607.11,-83,,,,,,-81,,,,,-67,,,,,
Wed Jan  5 20:30:27 2011,1294239627.2,1294239629.97,-84,,,,,,-80,,,,,-67,,,,,
Wed Jan  5 20:30:50 2011,1294239650.04,1294239652.91,-83,,,,,,-82,,,,,-63,,-70,,,
Wed Jan  5 20:31:33 2011,1294239693.04,1294239695.91,-84,,,,,,,,,,,-72,,,-67,-81,
Wed Jan  5 20:31:56 2011,1294239716.03,1294239718.9,-83,,,,,,,,,,,,-86,-79,,,
Wed Jan  5 20:32:18 2011,1294239738.96,1294239741.74,-82,-73,,,,,-81,,,,,-64,,-78,,,
Wed Jan  5 20:32:41 2011,1294239761.82,1294239764.7,,,,,,,,,,,,,,-81,,-82,
Wed Jan  5 20:33:04 2011,1294239784.77,1294239787.54,-82,-77,,,,,-83,,,,,-81,,-78,-58,-82,
Wed Jan  5 20:33:27 2011,1294239807.63,1294239810.4,-82,,,,,,-82,,,,,-72,,-75,-53,,
Wed Jan  5 20:33:50 2011,1294239830.47,1294239833.34,,,,,,,-81,,,,,,,,-57,,
Wed Jan  5 20:34:33 2011,1294239873.49,1294239876.27,-83,,,,,,,,,,,-69,,-78,,-82,
Wed Jan  5 20:34:56 2011,1294239896.34,1294239899.11,-84,-73,,,,,,,,,,,,-79,-56,-82,
Wed Jan  5 20:35:19 2011,1294239919.18,1294239922.06,-84,-74,,,,,,,,,,-71,-85,-81,-58,-83,
Wed Jan  5 20:35:42 2011,1294239942.13,1294239945.0,-83,,,,,,,,,,,-72,,,-61,-81,
Wed Jan  5 20:36:05 2011,1294239965.08,1294239967.86,-84,-74,,,,,,,,,,-78,,-78,-58,-81,
Wed Jan  5 20:36:27 2011,1294239987.93,1294239990.8,-82,,,,,,,,,,,-72,,-79,-57,-80,
Wed Jan  5 20:36:50 2011,1294240010.86,1294240013.63,-84,-75,,,,,-82,,,,,-78,,-71,,-84,
Wed Jan  5 20:37:33 2011,1294240053.77,1294240056.64,-82,,,,,,,,,,,-61,,,-54,,
Wed Jan  5 20:37:56 2011,1294240076.72,1294240079.6,-82,-73,,,,,-82,,,,,-66,,,,-82,
Wed Jan  5 20:38:19 2011,1294240099.67,1294240102.55,-84,-73,,,,,,,,,,-63,,-79,-69,-82,
Wed Jan  5 20:38:42 2011,1294240122.62,1294240125.4,-83,-75,,,,,,,,,,-62,,,-60,,
Wed Jan  5 20:39:05 2011,1294240145.46,1294240148.23,,-74,,,,,-83,,,,,,,,,-82,
Wed Jan  5 20:39:28 2011,1294240168.31,1294240171.19,,-74,,,,,-77,,,,,,,-77,-56,,
Wed Jan  5 20:39:51 2011,1294240191.26,1294240194.03,-83,-73,,,,,,,,,,-79,,,,,
Wed Jan  5 20:40:34 2011,1294240234.15,1294240237.03,-81,,,,,,-83,,,,,-67,,-75,-74,-82,
Wed Jan  5 20:40:57 2011,1294240257.11,1294240259.89,-85,-75,,,,,-81,,,,,,,-70,,,
Wed Jan  5 20:41:19 2011,1294240279.96,1294240282.73,,-74,,,,,-80,,,-86,,-63,,-72,-71,,
Wed Jan  5 20:41:42 2011,1294240302.79,1294240305.57,-83,,,,,,-83,,,,,,,-75,-53,,
Wed Jan  5 20:42:05 2011,1294240325.63,1294240328.3,-82,,,,,,-84,,,,,-72,,-78,-67,-81,
Wed Jan  5 20:42:28 2011,1294240348.38,1294240351.26,-82,-82,,,,,-85,,,,,-72,,-78,-65,,
Wed Jan  5 20:42:51 2011,1294240371.32,1294240374.19,,,,,,,-84,,,,,,,-70,,,
Wed Jan  5 20:43:34 2011,1294240414.32,1294240417.1,-82,-81,,,,,-83,,,,,-63,-83,,-63,,
Wed Jan  5 20:43:57 2011,1294240437.17,1294240439.94,-83,-82,,,,,-82,,,,,-64,-85,,-62,,
Wed Jan  5 20:44:20 2011,1294240460.01,1294240462.79,-83,-80,,,,,-84,,,,,-72,-83,-78,-63,-80,
Wed Jan  5 20:44:42 2011,1294240482.85,1294240485.63,-81,-79,,,,,-83,,,,,-78,,-77,-52,,
Wed Jan  5 20:45:05 2011,1294240505.71,1294240508.48,,,,,,,-83,,,,,,,,-65,,
Wed Jan  5 20:45:28 2011,1294240528.55,1294240531.42,-83,-82,,,,,-81,,,,,,,-71,,-83,
Wed Jan  5 20:45:51 2011,1294240551.49,1294240554.26,,-82,,,,,-84,,,,,,,,,,
Wed Jan  5 20:46:34 2011,1294240594.39,1294240597.26,-85,,,,,,-87,,,,,-79,,-78,-59,-82,
Wed Jan  5 20:46:57 2011,1294240617.33,1294240620.21,,,,,,,,,,,,,,,-62,,
Wed Jan  5 20:47:20 2011,1294240640.28,1294240643.15,-84,,,,,,,,,,,-67,,-84,-51,-81,
Wed Jan  5 20:47:43 2011,1294240663.22,1294240666.1,-84,-76,,,,,,,,,,,,,-55,-80,
Wed Jan  5 20:48:06 2011,1294240686.17,1294240688.95,,-78,,,,,,,,,,-74,,-81,-51,,
Wed Jan  5 20:48:29 2011,1294240709.01,1294240711.88,,,,,,,,,,,,-73,-82,-80,-58,,
Wed Jan  5 20:48:51 2011,1294240731.94,1294240734.82,-83,-79,,,,,,,,,,-69,,,-57,,
Wed Jan  5 20:49:14 2011,1294240754.89,1294240757.76,-84,-74,,,,,-81,,,,,-75,,,-51,,
Wed Jan  5 20:49:37 2011,1294240777.84,1294240780.72,,-77,,,,,,,,,,-73,-84,,-51,,
Wed Jan  5 20:50:00 2011,1294240800.78,1294240803.56,,,,,,,,,,-87,,-76,,-81,-58,,
Wed Jan  5 20:50:23 2011,1294240823.63,1294240826.41,,,,,,,-81,,,,,-71,,-81,-71,-80,
Wed Jan  5 20:50:46 2011,1294240846.47,1294240849.34,-81,,,,,,,,,,,-70,,-84,-74,,
Wed Jan  5 20:51:09 2011,1294240869.41,1294240872.19,-80,,,,,,-80,,,,,-71,,,,,
Wed Jan  5 20:51:32 2011,1294240892.26,1294240895.04,,-75,,,,,-84,,,,,,,,-64,-81,
Wed Jan  5 20:51:55 2011,1294240915.12,1294240917.89,,,,,,,-82,,,,,,,-69,,,
Wed Jan  5 20:52:17 2011,1294240937.95,1294240940.84,-83,-72,,,,,-82,,,,,-63,,,-51,-82,
Wed Jan  5 20:52:40 2011,1294240960.9,1294240963.78,,,,,,,-80,,,,,-67,,-73,-57,-81,
Wed Jan  5 20:53:03 2011,1294240983.84,1294240986.72,-82,-75,,,,,-81,,,,,-63,,,-60,-80,
Wed Jan  5 20:53:26 2011,1294241006.79,1294241009.67,-82,-73,,,,,-80,,,,,-63,,-68,,-82,
Wed Jan  5 20:53:49 2011,1294241029.74,1294241032.62,-81,-73,,,,,-82,,,,,-63,,-70,-52,,
Wed Jan  5 20:54:32 2011,1294241072.74,1294241075.51,,-76,,,,,-83,,,,,-82,,-82,-65,-82,
Wed Jan  5 20:54:55 2011,1294241095.57,1294241098.44,-81,-73,,,,,,,,,,-75,,,-52,-81,
Wed Jan  5 20:55:18 2011,1294241118.52,1294241121.4,-81,-74,,,,,-81,,,,,-72,,-69,,-81,
Wed Jan  5 20:55:41 2011,1294241141.47,1294241144.24,-83,-74,,,,,-82,,,-86,,-76,,,-68,,
Wed Jan  5 20:56:04 2011,1294241164.32,1294241167.2,-82,-73,,,,,-84,,,,,-71,,-82,,,
Wed Jan  5 20:56:27 2011,1294241187.26,1294241190.03,,,,,,,-83,,,,,,,-82,-52,,
Wed Jan  5 20:56:50 2011,1294241210.1,1294241212.98,,-75,,,,,-79,,,,,-72,,,-60,,
Wed Jan  5 20:57:33 2011,1294241253.12,1294241255.99,-79,-74,,,,,-82,,,,,-69,,-78,-51,,
Wed Jan  5 20:57:56 2011,1294241276.06,1294241278.93,-82,,,,,,-81,,,,,-66,,,-60,,
Wed Jan  5 20:58:18 2011,1294241299.0,1294241301.88,-81,-75,,,,,-82,,,,,-63,,-71,-60,-80,
Wed Jan  5 20:58:41 2011,1294241321.95,1294241324.82,-81,,,,,,,,,,,-69,,-81,-60,-80,
Wed Jan  5 20:59:04 2011,1294241344.89,1294241347.66,-81,-74,,,,,-82,,,,,,,,,,
Wed Jan  5 20:59:27 2011,1294241367.73,1294241370.61,,-73,,,,,-82,,,,,-65,,,,-82,
Wed Jan  5 20:59:50 2011,1294241390.67,1294241393.55,,,,,,,-81,,,,,-70,,,-53,-81,
Wed Jan  5 21:00:33 2011,1294241433.68,1294241436.55,,,,,,,-81,,,,,-66,,,,-82,
Wed Jan  5 21:00:56 2011,1294241456.61,1294241459.39,,,,,,,-81,,,,,-64,,,,,
Wed Jan  5 21:01:19 2011,1294241479.47,1294241482.35,,-73,,,,,-82,,,,,-70,-84,-73,-58,-84,
Wed Jan  5 21:01:42 2011,1294241502.42,1294241505.2,,,,,,,-82,,,,,-66,,,-60,,
Wed Jan  5 21:02:05 2011,1294241525.27,1294241528.15,,,,,,,-81,,,,,-69,-83,,-59,,
Wed Jan  5 21:02:28 2011,1294241548.21,1294241550.99,,-74,,,,,-82,,,,,,,,,-83,
Wed Jan  5 21:02:51 2011,1294241571.05,1294241573.93,,,,,,,-81,,,,,,,-81,-68,,
Wed Jan  5 21:03:34 2011,1294241614.07,1294241616.75,,,,,,,-81,,,,,-72,,,,,
Wed Jan  5 21:03:56 2011,1294241636.82,1294241639.6,,,,,,,-80,,,,,-64,,,-56,-82,
Wed Jan  5 21:04:19 2011,1294241659.67,1294241662.44,,-73,,,,,-81,,,,,-64,,,-62,-81,
Wed Jan  5 21:04:42 2011,1294241682.51,1294241685.29,-84,,,,,,-82,,,,,-81,,,-63,-82,
Wed Jan  5 21:05:05 2011,1294241705.34,1294241708.23,-83,,,,,,-81,,,,,,,-72,-67,,
Wed Jan  5 21:05:28 2011,1294241728.31,1294241731.18,-82,,,,,,-82,,,,,-67,,,-67,,
Wed Jan  5 21:05:51 2011,1294241751.27,1294241754.14,-83,,,,,,-82,,,,,,-84,,-73,,
Wed Jan  5 21:06:34 2011,1294241794.29,1294241797.16,-83,,,,,,,,,,,-74,,-75,-68,,
Wed Jan  5 21:06:57 2011,1294241817.24,1294241820.12,-81,-72,,,,,,,,,,-74,,,-56,,
Wed Jan  5 21:07:20 2011,1294241840.19,1294241843.06,-82,-72,,,,,-82,,,,,-78,,,-68,,
Wed Jan  5 21:07:43 2011,1294241863.14,1294241865.9,-83,,,,,,,,,,,,,-73,-53,,
Wed Jan  5 21:08:05 2011,1294241885.98,1294241888.86,,,,,,,-81,,,,,-79,,,-62,,
Wed Jan  5 21:08:28 2011,1294241908.93,1294241911.61,,,,,,,-81,,,,,,,,-58,-82,
Wed Jan  5 21:08:51 2011,1294241931.67,1294241934.54,,,,,,,-81,,,,,-64,,-75,,,
Wed Jan  5 21:09:34 2011,1294241974.67,1294241977.55,-82,,,,,,,,,,,-75,,-75,-52,-82,
Wed Jan  5 21:09:57 2011,1294241997.61,1294242000.48,,-75,,,,,,,,,,,,,,-82,
Wed Jan  5 21:10:20 2011,1294242020.54,1294242023.32,-84,-83,,,,,-84,,,,,-64,,-74,,-82,
Wed Jan  5 21:10:43 2011,1294242043.39,1294242046.16,,,,,,,-84,,,,,,,,,-81,
Wed Jan  5 21:11:06 2011,1294242066.24,1294242069.02,,,,,,,-82,,,,,,,-69,,-82,
Wed Jan  5 21:11:29 2011,1294242089.09,1294242091.96,,-72,,,,,-81,,,,,-76,,,-71,,
Wed Jan  5 21:11:52 2011,1294242112.03,1294242114.9,-83,-72,,,,,-82,,,,,,,,,-81,
Wed Jan  5 21:12:14 2011,1294242134.97,1294242137.75,-83,-73,,,,,-81,,,-87,,-71,,,-58,-81,
Wed Jan  5 21:12:37 2011,1294242157.82,1294242160.69,,,,,,,-81,,,,,-65,-83,,,,
Wed Jan  5 21:13:00 2011,1294242180.77,1294242183.55,,-74,,,,,-82,,,,,,,,,-82,
Wed Jan  5 21:13:23 2011,1294242203.62,1294242206.5,-80,,,,,,-83,,,,,-69,-85,,-60,-80,
Wed Jan  5 21:13:46 2011,1294242226.57,1294242229.34,,-73,,,,,-82,,,,,-64,,-81,,-81,
Wed Jan  5 21:14:09 2011,1294242249.4,1294242252.27,-85,,,,,,,,,,,-71,,-72,-68,-81,
Wed Jan  5 21:14:32 2011,1294242272.33,1294242275.21,-81,,,,,,,,,,,-62,,,,-81,
Wed Jan  5 21:14:55 2011,1294242295.29,1294242298.17,-81,,,,,,,,,,,-73,,-72,-65,-79,
Wed Jan  5 21:15:18 2011,1294242318.23,1294242321.1,-82,,,,,,-83,,,,,-79,,-62,-60,-79,
Wed Jan  5 21:15:41 2011,1294242341.18,1294242343.95,-80,-75,,,,,-82,,,,,-69,,-68,,-79,
Wed Jan  5 21:16:04 2011,1294242364.02,1294242366.79,-85,-74,,,,,,,,,,-63,,,-60,-80,
Wed Jan  5 21:16:26 2011,1294242386.86,1294242389.64,,-73,,,,,,,,,,-68,-83,,,,
Wed Jan  5 21:16:49 2011,1294242409.71,1294242412.49,-83,-73,,,,,,,,,,-76,,,-51,-79,
Wed Jan  5 21:17:32 2011,1294242452.62,1294242455.39,-85,-75,,,,,-81,,,,,-61,,-69,,-79,
Wed Jan  5 21:17:55 2011,1294242475.44,1294242478.22,-80,-73,,,,,,,,,,,,,-58,-81,
Wed Jan  5 21:18:18 2011,1294242498.3,1294242501.08,-85,-73,,,,,-82,,,,,-61,,,-61,-80,
Wed Jan  5 21:18:41 2011,1294242521.17,1294242523.94,,-76,,,,,,,,,,-69,,,,-81,
Wed Jan  5 21:19:03 2011,1294242543.99,1294242546.88,,-74,,,,,,,,,,,,,-58,,
Wed Jan  5 21:19:26 2011,1294242566.94,1294242569.72,-81,-76,,,,,,,,,,-72,,-83,,-81,
Wed Jan  5 21:19:49 2011,1294242589.79,1294242592.66,-82,,,,,,-82,,,,,-73,,-78,,-81,
Wed Jan  5 21:20:32 2011,1294242632.79,1294242635.66,,-74,,,,,-82,,,,,,,-80,-60,-79,
Wed Jan  5 21:20:55 2011,1294242655.73,1294242658.61,-81,-73,,,,,-81,,,,,,,-72,,-78,
Wed Jan  5 21:21:18 2011,1294242678.68,1294242681.55,-80,-74,,,,,-82,,,,,-63,,-69,-58,-79,
Wed Jan  5 21:21:41 2011,1294242701.64,1294242704.51,-79,-77,,,,,-83,,,,,,,-72,-66,-80,
Wed Jan  5 21:22:04 2011,1294242724.59,1294242727.46,-84,-74,,,,,-83,,,,,,-83,,-52,,
Wed Jan  5 21:22:27 2011,1294242747.52,1294242750.4,-81,,,,,,,,,,,,,-69,-59,-82,
Wed Jan  5 21:22:50 2011,1294242770.46,1294242773.34,-82,,,,,,,,,,,,,,,,
Wed Jan  5 21:23:33 2011,1294242813.48,1294242816.25,-81,,,,,,,,,,,-75,,,,,
Wed Jan  5 21:23:56 2011,1294242836.32,1294242839.2,-82,,,,,,,,,,,,,-72,-52,-81,
Wed Jan  5 21:24:19 2011,1294242859.27,1294242862.05,-82,,,,,,-82,,,,,-72,,-66,-56,-82,
Wed Jan  5 21:24:42 2011,1294242882.11,1294242884.99,-82,-76,,,,,-83,,,,,-75,,-69,,,
Wed Jan  5 21:25:05 2011,1294242905.05,1294242907.83,,,,,,,,,,,,-63,,-72,,-81,
Wed Jan  5 21:25:27 2011,1294242927.9,1294242930.78,-85,,,,,,,,,,,-63,-84,-81,-61,-82,
Wed Jan  5 21:25:50 2011,1294242950.85,1294242953.73,-82,-75,,,,,,,,,,-61,,,,-82,
Wed Jan  5 21:26:33 2011,1294242993.87,1294242996.75,-82,,,,,,,,,,,-70,,,-58,-82,
Wed Jan  5 21:26:56 2011,1294243016.84,1294243019.71,-84,,,,,,,,,,,-69,,-80,-58,,
Wed Jan  5 21:27:19 2011,1294243039.78,1294243042.66,-82,,,,,,,,,,,-74,-84,-72,-58,,
Wed Jan  5 21:27:42 2011,1294243062.72,1294243065.49,-81,-77,,,,,,,,,,-72,-85,,-52,-82,
Wed Jan  5 21:28:05 2011,1294243085.56,1294243088.34,-81,,,,,,,,,,,-69,,-78,-58,,
Wed Jan  5 21:28:28 2011,1294243108.42,1294243111.19,,,,,,,,,,,,-69,,,,-82,
Wed Jan  5 21:28:51 2011,1294243131.26,1294243134.14,-81,,,,,,,,,,,-61,,-78,,,
Wed Jan  5 21:29:34 2011,1294243174.25,1294243177.13,,,,,,,-83,,,,,-67,-85,-81,-55,-80,
Wed Jan  5 21:29:57 2011,1294243197.2,1294243200.06,-80,-76,,,,,-81,,,,,-62,,,,-80,
Wed Jan  5 21:30:20 2011,1294243220.13,1294243223.0,-82,-75,,,,,-82,,,,,-70,,-68,-52,-80,
Wed Jan  5 21:30:43 2011,1294243243.07,1294243245.84,-82,-76,,,,,,,,,,-63,,-81,-59,,
Wed Jan  5 21:31:05 2011,1294243265.91,1294243268.68,-81,,,,,,,,,,,-66,,-78,,,
Wed Jan  5 21:31:28 2011,1294243288.75,1294243291.62,,-73,,,,,,,,,,-72,,,-52,-80,
Wed Jan  5 21:31:51 2011,1294243311.69,1294243314.56,-82,,,,,,,,,,,-77,,,,,
Wed Jan  5 21:32:34 2011,1294243354.7,1294243357.58,-83,,,,,,-81,,,,,-69,,-81,,-82,
Wed Jan  5 21:32:57 2011,1294243377.64,1294243380.52,-82,-75,,,,,,,,,,-63,,,-55,,
Wed Jan  5 21:33:20 2011,1294243400.6,1294243403.47,-81,,,,,,-80,,,,,,,-80,-55,-85,
Wed Jan  5 21:33:43 2011,1294243423.55,1294243426.42,-83,,,,,,-83,,,,,-63,,,,,
Wed Jan  5 21:34:06 2011,1294243446.48,1294243449.25,-82,-74,,,,,-80,,,,,-74,,-70,-58,-81,
Wed Jan  5 21:34:29 2011,1294243469.32,1294243472.19,-84,,,,,,-81,,,,,-67,,-72,-58,-82,
Wed Jan  5 21:34:52 2011,1294243492.28,1294243495.05,-82,-73,,,,,,,,,,-66,,-70,,,
Wed Jan  5 21:35:15 2011,1294243515.12,1294243518.0,-82,-74,,,,,-81,,,,,-64,,-70,-55,-80,
Wed Jan  5 21:35:38 2011,1294243538.07,1294243540.94,-82,,,,,,,,,,,,-85,-71,,,
Wed Jan  5 21:36:01 2011,1294243561.02,1294243563.89,-81,,,,,,-81,,,,,-75,,-72,,,
Wed Jan  5 21:36:23 2011,1294243583.95,1294243586.83,-84,-78,,,,,-81,,,,,-78,,-69,-52,-84,
Wed Jan  5 21:36:46 2011,1294243606.89,1294243609.76,-85,-74,,,,,-81,,,,,-71,,-70,-59,,
Wed Jan  5 21:37:09 2011,1294243629.85,1294243632.62,,,,,,,,,,,,,,-82,,-82,
Wed Jan  5 21:37:32 2011,1294243652.69,1294243655.47,-84,,,,,,,,,,,-72,,-81,,-82,
Wed Jan  5 21:37:55 2011,1294243675.53,1294243678.31,,,,,,,,,,,,-74,,-80,,-81,
Wed Jan  5 21:38:18 2011,1294243698.38,1294243701.15,-82,-73,,,,,-81,,,,,,-84,-78,,,
Wed Jan  5 21:38:41 2011,1294243721.22,1294243724.0,-83,,,,,,,,,,,,,-75,-63,-82,
Wed Jan  5 21:39:04 2011,1294243744.07,1294243746.95,-81,,,,,,,,,,,-70,,,-61,-82,
Wed Jan  5 21:39:27 2011,1294243767.02,1294243769.9,-81,-76,,,,,,,,,,-78,,,,-81,
Wed Jan  5 21:39:49 2011,1294243789.96,1294243792.84,-83,,,,,,-83,,,,,,,,,,
Wed Jan  5 21:40:32 2011,1294243832.97,1294243835.74,-82,,,,,,-81,,,,,-74,,-71,,-80,
Wed Jan  5 21:40:55 2011,1294243855.81,1294243858.68,-81,,,,,,-81,,,,,-78,,,,,
Wed Jan  5 21:41:18 2011,1294243878.74,1294243881.61,-82,,,,,,,,,,,-78,,,-62,-82,
Wed Jan  5 21:41:41 2011,1294243901.7,1294243904.57,-81,,,,,,-81,,,,,-71,,-70,,,
Wed Jan  5 21:42:04 2011,1294243924.63,1294243927.5,-82,,,,,,-82,,,,,,,,-60,-81,
Wed Jan  5 21:42:27 2011,1294243947.57,1294243950.44,-82,,,,,,,,,,,-75,,-73,-60,,
Wed Jan  5 21:42:50 2011,1294243970.5,1294243973.28,-81,-74,,,,,,,,,,,,,-52,,
Wed Jan  5 21:43:33 2011,1294244013.4,1294244016.18,-82,-75,,,,,-81,,,,,-63,,-71,,,
Wed Jan  5 21:43:56 2011,1294244036.24,1294244039.12,-83,,,,,,-81,,,,,,,,-67,-81,
Wed Jan  5 21:44:19 2011,1294244059.18,1294244062.06,-83,-75,,,,,-82,,,,,-64,,-74,,-83,
Wed Jan  5 21:44:42 2011,1294244082.13,1294244085.0,-82,-77,,,,,-82,,,,,-65,,-72,-52,-81,
Wed Jan  5 21:45:05 2011,1294244105.06,1294244108.04,-84,,,,,,-82,,,,,,,-73,,,
Wed Jan  5 21:45:28 2011,1294244128.11,1294244130.99,-81,-75,,,,,-82,,,,,-64,-84,-71,-55,-80,
Wed Jan  5 21:45:51 2011,1294244151.05,1294244153.92,-81,-76,,,,,-82,,,,,-73,-84,,-55,,
Wed Jan  5 21:46:34 2011,1294244194.05,1294244196.93,,-78,,,,,,,,,,,,,-65,-82,
Wed Jan  5 21:46:56 2011,1294244216.98,1294244219.86,,,,,,,,,,,,-72,,,-61,,
Wed Jan  5 21:47:19 2011,1294244239.92,1294244242.7,,-73,,,,,-82,,,,,-70,,-78,-64,-80,
Wed Jan  5 21:47:42 2011,1294244262.76,1294244265.64,-81,,,,,,,,,,,-64,,-78,-73,-79,
Wed Jan  5 21:48:05 2011,1294244285.7,1294244288.58,,-75,,,,,,,,,,,,,,,
Wed Jan  5 21:48:28 2011,1294244308.64,1294244311.52,-82,,,,,,,,,,,-67,,,-74,-81,
Wed Jan  5 21:48:51 2011,1294244331.59,1294244334.36,-82,,,,,,-87,,,,,-71,,,,-81,
Wed Jan  5 21:49:34 2011,1294244374.51,1294244377.39,-81,,,,,,-81,,,,,-63,,,,-82,
Wed Jan  5 21:49:57 2011,1294244397.45,1294244400.32,,,,,,,-80,,,,,,,-80,,,
Wed Jan  5 21:50:20 2011,1294244420.39,1294244423.17,-81,,,,,,-81,,,,,-68,,,,-81,
Wed Jan  5 21:50:43 2011,1294244443.24,1294244446.12,-81,-76,,,,,-81,,,,,-69,,-72,-61,-80,
Wed Jan  5 21:51:06 2011,1294244466.18,1294244469.06,-82,,,,,,-81,,,,,,,,-73,-81,
Wed Jan  5 21:51:29 2011,1294244489.11,1294244491.89,,,,,,,-81,,,,,-69,,,,-80,
Wed Jan  5 21:51:51 2011,1294244511.96,1294244514.74,-81,,,,,,,,,,,-72,,-79,,-81,
Wed Jan  5 21:52:14 2011,1294244534.82,1294244537.59,-82,-74,,,,,-81,,,,,-67,,-70,-51,,
Wed Jan  5 21:52:37 2011,1294244557.66,1294244560.53,-82,-74,,,,,,,,,,,,-76,-52,,
Wed Jan  5 21:53:00 2011,1294244580.6,1294244583.37,-82,,,,,,,,,,,,,-79,,,
Wed Jan  5 21:53:23 2011,1294244603.45,1294244606.32,-83,-75,,,,,,,,,,,-80,-79,,,
Wed Jan  5 21:53:46 2011,1294244626.39,1294244629.17,,-75,,,,,,,,,,-70,,,-66,-81,
Wed Jan  5 21:54:09 2011,1294244649.25,1294244652.12,-80,,,,,,,,,,,,-85,,,,
Wed Jan  5 21:54:32 2011,1294244672.21,1294244674.99,,,,,,,-79,,,,,-73,,,,,
Wed Jan  5 21:54:55 2011,1294244695.05,1294244697.93,,-74,,,,,-80,,,,,-77,,-78,-55,-81,
Wed Jan  5 21:55:17 2011,1294244717.99,1294244720.85,-81,,,,,,-82,,,,,-69,,-73,-62,-81,
Wed Jan  5 21:55:40 2011,1294244740.93,1294244743.8,-84,,,,,,-80,,,,,-64,,,-60,-81,
Wed Jan  5 21:56:03 2011,1294244763.86,1294244766.63,-80,,,,,,-82,,,,,-70,,-72,,-81,
